ID,Tips,SKU,"GTIN, UPC, EAN, or ISBN",Vārds,Publicēts,Izcelts?,Redzamība katalogā,Īss apraksts,Apraksts,Akcijas cenas sākuma datums,Akcijas cenas beigu datums,Nodokļa status,Nodokļu likme.,Ir noliktavā?,Noliktavā,Zems krājumu apjoms,Atļaut atpkaļpasūtījumus?,Pārdot atsevišķi?,Svars (kg),Garums (cm),Platums (cm),Augstums (cm),Atļaut klientu atsauksmes?,Pirkuma piezīme,Akcijas cena,Parastā cena:,Kategorija,Birkas,Piegādes klase,Attēli,Lejupielādes limits,Lejupielādes derīguma termiņš,Vecāks,Grupētie produkti,Pārdoti dārgāk,Piepārdošanas,Ārēja Saite,Pogas teksts,Pozīcija,Swatches Attributes,Zīmoli,Atribūta 1 nosaukums,Atribūta 1 vērtība (-s),Atribūta 1 redzamība,Atribūta 1 ir globāls,Slug,Nospieduma paraugs
2650,simple,,,Printer Q 24 - square,1,0,visible,"COLOP Printer Q 24 ir paškrāsojošs kvadrātveida zīmogs ar nospieduma izmēru 24 x 24 mm, ideāli piemērots līdz 6 rindiņām teksta.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/Q24-2.webp""><img class=""alignnone wp-image-2651 size-full"" src=""/images/products/zimogi/Q24-2.webp"" alt=""Zīmoga Printer Q24 kvadrātveida nospieduma piemērs"" width=""284"" height=""284"" /></a><br>","COLOP Printer Q 24 ir paškrāsojošs kvadrātveida zīmogs ar nospieduma izmēru 24 x 24 mm, ideāli piemērots līdz 6 rindiņām teksta.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/Q24-2.webp""><img class=""alignnone wp-image-2651 size-full"" src=""/images/products/zimogi/Q24-2.webp"" alt=""Zīmoga Printer Q24 kvadrātveida nospieduma piemērs"" width=""284"" height=""284"" /></a><br>",,,taxable,,1,18,,0,0,,,,,0,,,12.74,Zīmogi,,,/images/products/zimogi/Q24-1.webp,,,,,,,,,15,,,,,,,colop-q-24-square,/images/products/zimogi/Q24-2.webp
2653,simple,,,Printer Q 43 - square,1,0,visible,"COLOP Printer Q 43 ir lielākais kvadrātveida tekstu zīmogs COLOP Printer sērijā, piedāvājot nospieduma laukumu 43 x 43 mm, ideāli piemērots līdz 10 rindiņām tekstam.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/Q43-1.webp""><img class=""alignnone wp-image-2655 size-medium"" src=""/images/products/zimogi/Q43-1.webp"" alt=""Printer Q43 kvadrātveida zīmoga nospiedums"" width=""300"" height=""300"" /></a><br>","COLOP Printer Q 43 ir lielākais kvadrātveida tekstu zīmogs COLOP Printer sērijā, piedāvājot nospieduma laukumu 43 x 43 mm, ideāli piemērots līdz 10 rindiņām tekstam.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/Q43-1.webp""><img class=""alignnone wp-image-2655 size-medium"" src=""/images/products/zimogi/Q43-1.webp"" alt=""Printer Q43 kvadrātveida zīmoga nospiedums"" width=""300"" height=""300"" /></a><br>",,,taxable,,1,19,,0,0,,,,,0,,,18.67,Zīmogi,,,/images/products/zimogi/Q43-2.webp,,,,,,,,,17,,,,,,,colop-q-43-square,/images/products/zimogi/Q43-1.webp
2656,simple,,,Mini Dater S 120,1,0,visible,"COLOP S 120 Mini-Dater ir mazākais paštintējošais datuma zīmogs COLOP klāstā, ideāli piemērots gan privātai, gan biroja lietošanai. Tas iespiež datumu diena/mēnesis/gads formātā ar 4 mm augstumu, nodrošinot skaidrus un precīzus nospiedumus. Gadu lente ir derīga 12 gadus, padarot to par ilgtermiņa izvēli.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/122251_en_imprint-1.webp""><img class=""alignnone wp-image-2657 size-full"" src=""/images/products/zimogi/122251_en_imprint-1.webp"" alt=""Mini Dater S120 datuma zīmoga nospieduma paraugs"" width=""221"" height=""47"" /></a><br>","COLOP S 120 Mini-Dater ir mazākais paštintējošais datuma zīmogs COLOP klāstā, ideāli piemērots gan privātai, gan biroja lietošanai. Tas iespiež datumu diena/mēnesis/gads formātā ar 4 mm augstumu, nodrošinot skaidrus un precīzus nospiedumus. Gadu lente ir derīga 12 gadus, padarot to par ilgtermiņa izvēli.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/122251_en_imprint-1.webp""><img class=""alignnone wp-image-2657 size-full"" src=""/images/products/zimogi/122251_en_imprint-1.webp"" alt=""Mini Dater S120 datuma zīmoga nospieduma paraugs"" width=""221"" height=""47"" /></a><br>",,,taxable,,1,18,,0,0,,,,,0,,,6.00,Zīmogi,,,/images/products/zimogi/minidaters120_d03-1.webp,,,,,,,,,0,,,,,,,colop-mini-dater-s-120,/images/products/zimogi/122251_en_imprint-1.webp
,simple,,,"Zīmogu tinte Colop 801 ""Sarkana""",1,1,visible,Ūdens bāzes zīmogu spilventiņu tinte ir pieejama 25 ml pudelītēs un ir ideāli piemērota izžuvušu zīmogu spilventiņu atkārtotai uzpildīšanai. Šī augstas kvalitātes tinte ir dokumentu noturīga atbilstoši DIN ISO 14145-2 standartam.,Ūdens bāzes zīmogu spilventiņu tinte ir pieejama 25 ml pudelītēs un ir ideāli piemērota izžuvušu zīmogu spilventiņu atkārtotai uzpildīšanai. Šī augstas kvalitātes tinte ir dokumentu noturīga atbilstoši DIN ISO 14145-2 standartam.,,,,,1,15,,,,,,,,,,,2.50,Zīmogu tintes,,,/images/products/tintes/red-ink-801.webp,,,,,,,,,,,,,,,,zimogu-tinte-sarkana,
,simple,,,Printer C10 Compact,1,0,visible,"COLOP Printer C 10 Compact ir kompakts un efektīvs paštintējošs zīmogs, 10 x 27 mm, ar līdz 3 rindām teksta, ideāli piemērots īsas informācijas atzīmēšanai un ērtai pārvadāšanai.

 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/155688_en_imprint10-1.webp""><img class=""alignnone wp-image-2597 size-medium"" src=""/images/products/zimogi/155688_en_imprint10-1.webp"" alt=""Colop Printer C10 Compact zīmoga nospiedums uz papīra"" width=""300"" height=""112"" /></a>","COLOP Printer C 10 Compact ir kompakts un efektīvs paštintējošs zīmogs, 10 x 27 mm, ar līdz 3 rindām teksta, ideāli piemērots īsas informācijas atzīmēšanai un ērtai pārvadāšanai.

 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/155688_en_imprint10-1.webp""><img class=""alignnone wp-image-2597 size-medium"" src=""/images/products/zimogi/155688_en_imprint10-1.webp"" alt=""Colop Printer C10 Compact zīmoga nospiedums uz papīra"" width=""300"" height=""112"" /></a>",,,,,1,16,,,,,,,,,,,8.00,Zīmogi,,,/images/products/zimogi/10-1.webp,,,,,,,,,,,,,,,,colop-c10-compact,/images/products/zimogi/155688_en_imprint10-1.webp
,simple,,,Printer C20 Compact,1,0,visible,"<p class=""font_8"">COLOP Printer C 20 Compact ir paštintējošs zīmogs ar 14 x 38 mm nospieduma izmēru, līdz 4 rindām teksta, ideāli piemērots adrešu zīmogu vai maziem logo veidošanai.</p>
 
<p class=""font_8""><strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong></p>
<a href=""/images/products/zimogi/155554_en_imprint20-1.webp""><img class=""alignnone wp-image-2599 size-medium"" src=""/images/products/zimogi/155554_en_imprint20-1.webp"" alt=""Colop Printer C20 Compact automātiskā zīmoga nospieduma paraugs"" width=""300"" height=""111"" /></a>","<p class=""font_8"">COLOP Printer C 20 Compact ir paštintējošs zīmogs ar 14 x 38 mm nospieduma izmēru, līdz 4 rindām teksta, ideāli piemērots adrešu zīmogu vai maziem logo veidošanai.</p>
 
<p class=""font_8""><strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong></p>
<a href=""/images/products/zimogi/155554_en_imprint20-1.webp""><img class=""alignnone wp-image-2599 size-medium"" src=""/images/products/zimogi/155554_en_imprint20-1.webp"" alt=""Colop Printer C20 Compact automātiskā zīmoga nospieduma paraugs"" width=""300"" height=""111"" /></a>",,,,,1,16,,,,,,,,,,,10.60,Zīmogi,,,/images/products/zimogi/155554_blue___colop-printer-c-20_1-2.webp,,,,,,,,,,,,,,,,printer-c20-compact,/images/products/zimogi/155554_en_imprint20-1.webp
,simple,,,Printer C50 Compact,1,0,visible,"COLOP Printer C 50 Compact ir ļoti liela izmēra paštintējošais zīmogs, 30 x 69 mm, līdz 7 tekstu rindām, ideāli piemērots lielākiem adresēm, logo vai detalizētai informācijai.<br>


<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong><br>
<img class=""alignleft wp-image-2375 size-medium"" src=""/images/products/zimogi/colopstamp50.webp"" alt=""Colop Printer C50 Compact automātiskā zīmoga nospieduma paraugs"" width=""300"" height=""131"" /><br>","COLOP Printer C 50 Compact ir ļoti liela izmēra paštintējošais zīmogs, 30 x 69 mm, līdz 7 tekstu rindām, ideāli piemērots lielākiem adresēm, logo vai detalizētai informācijai.<br>


<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong><br>
<img class=""alignleft wp-image-2375 size-medium"" src=""/images/products/zimogi/colopstamp50.webp"" alt=""Colop Printer C50 Compact automātiskā zīmoga nospieduma paraugs"" width=""300"" height=""131"" /><br>",,,,,1,18,,,,,,,,,,,17.92,Zīmogi,,,/images/products/zimogi/164547___colop-printer-c-50-1.webp,,,,,,,,,,,,,,,,printer-c50-compact,/images/products/zimogi/colopstamp50.webp
,simple,,,Printer C30 Compact,1,1,visible,"<p class=""font_8"">COLOP Printer C 30 Compact ir vidēja izmēra paštintējošais zīmogs, 18 x 47 mm, līdz 5 tekstu rindām, ideāli piemērots detalizētiem zīmogiem uzņēmējdarbībai vai personīgai lietošanai.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/c30-comp-stamp.webp""><img class=""alignnone wp-image-2585 size-medium"" src=""/images/products/zimogi/c30-comp-stamp.webp"" alt=""Colop Printer C30 Compact automātiskā zīmoga nospieduma paraugs"" width=""300"" height=""115"" /></a>","<p class=""font_8"">COLOP Printer C 30 Compact ir vidēja izmēra paštintējošais zīmogs, 18 x 47 mm, līdz 5 tekstu rindām, ideāli piemērots detalizētiem zīmogiem uzņēmējdarbībai vai personīgai lietošanai.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/c30-comp-stamp.webp""><img class=""alignnone wp-image-2585 size-medium"" src=""/images/products/zimogi/c30-comp-stamp.webp"" alt=""Colop Printer C30 Compact automātiskā zīmoga nospieduma paraugs"" width=""300"" height=""115"" /></a>",,,,,1,15,,,,,,,,,,,12.60,Zīmogi,,,/images/products/zimogi/c30-comp.webp,,,,,,,,,,,,,,,,printer-c30-compact,/images/products/zimogi/c30-comp-stamp.webp
,simple,,,Printer C40 Compact,1,0,visible,"<p class=""font_8"">COLOP Printer C 40 Compact ir liels paštintējošs zīmogs, 23 x 59 mm, līdz 6 rindām teksta, piemērots adrešu zīmogiem, uzņēmuma logo vai detalizētiem ziņojumiem.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/c40-com-stamp.webp""><img class=""alignnone wp-image-2581 size-medium"" src=""/images/products/zimogi/c40-com-stamp.webp"" alt=""Colop Printer C40 Compact zīmoga nospieduma paraugs"" width=""300"" height=""117"" /></a>","<p class=""font_8"">COLOP Printer C 40 Compact ir liels paštintējošs zīmogs, 23 x 59 mm, līdz 6 rindām teksta, piemērots adrešu zīmogiem, uzņēmuma logo vai detalizētiem ziņojumiem.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/c40-com-stamp.webp""><img class=""alignnone wp-image-2581 size-medium"" src=""/images/products/zimogi/c40-com-stamp.webp"" alt=""Colop Printer C40 Compact zīmoga nospieduma paraugs"" width=""300"" height=""117"" /></a>",,,,,1,17,,,,,,,,,,,15.70,Zīmogi,,,/images/products/zimogi/c40-comp.webp,,,,,,,,,,,,,,,,printer-c40-compact,/images/products/zimogi/c40-com-stamp.webp
,simple,,,Printer 15,1,0,visible,"COLOP Printer 15 paškrāsojošs zīmogs no plastmasas - taisnstūra un izstiepts, 10 x 69 mm formātā, paredzēts 3 garām individuālām teksta rindām.<br>

<strong>Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/15.webp""><img class=""alignnone wp-image-2629 size-medium"" src=""/images/products/zimogi/15.webp"" alt=""Colop Printer 15 nospiedums ar tekstu"" width=""300"" height=""44"" /></a>","COLOP Printer 15 paškrāsojošs zīmogs no plastmasas - taisnstūra un izstiepts, 10 x 69 mm formātā, paredzēts 3 garām individuālām teksta rindām.<br>

<strong>Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/15.webp""><img class=""alignnone wp-image-2629 size-medium"" src=""/images/products/zimogi/15.webp"" alt=""Colop Printer 15 nospiedums ar tekstu"" width=""300"" height=""44"" /></a>",,,,,1,16,,,,,,,,,,,15.46,Zīmogi,,,/images/products/zimogi/121985_black___colop-printer-15-1-1.webp,,,,,,,,,,,,,,,,printer-15,/images/products/zimogi/15.webp
,simple,,,Printer 25,1,0,visible,"COLOP Printer 25 nodrošina papildu platumu un ir ideāli piemērots gariem ziņojumiem vai vārdiem. Nospieduma izmērs ir 15 x 75 mm, piedāvājot vietu līdz 4 rindām.<br><strong>Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/25.webp""><img class=""alignnone wp-image-2632 size-medium"" src=""/images/products/zimogi/25.webp"" alt=""Nospieduma paraugs Colop Printer 25"" width=""300"" height=""60"" /></a>","COLOP Printer 25 nodrošina papildu platumu un ir ideāli piemērots gariem ziņojumiem vai vārdiem. Nospieduma izmērs ir 15 x 75 mm, piedāvājot vietu līdz 4 rindām.<br><strong>Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/25.webp""><img class=""alignnone wp-image-2632 size-medium"" src=""/images/products/zimogi/25.webp"" alt=""Nospieduma paraugs Colop Printer 25"" width=""300"" height=""60"" /></a>",,,,,1,16,,,,,,,,,,,15.00,Zīmogi,,,/images/products/zimogi/122103_black___colop-printer-25-1-1.webp,,,,,,,,,,,,,,,,printer-25,/images/products/zimogi/25.webp
,simple,,,Printer 35,1,0,visible,"COLOP Printer 35 ir ērts paškrāsojošs zīmogs ar taisnstūra nospieduma laukumu 50 x 30 mm, ideāli piemērots līdz 7 rindām teksta un adresēm ar vai bez logotipiem.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/35.webp""><img class=""alignnone wp-image-2636 size-medium"" src=""/images/products/zimogi/35.webp"" alt=""Colop Printer 35 zīmoga nospieduma paraugs"" width=""300"" height=""180"" /></a><br>","COLOP Printer 35 ir ērts paškrāsojošs zīmogs ar taisnstūra nospieduma laukumu 50 x 30 mm, ideāli piemērots līdz 7 rindām teksta un adresēm ar vai bez logotipiem.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/35.webp""><img class=""alignnone wp-image-2636 size-medium"" src=""/images/products/zimogi/35.webp"" alt=""Colop Printer 35 zīmoga nospieduma paraugs"" width=""300"" height=""180"" /></a><br>",,,,,1,16,,,,,,,,,,,17.05,Zīmogi,,,/images/products/zimogi/122115_black___colop-printer-35-1-1.webp,,,,,,,,,,,,,,,,printer-35,/images/products/zimogi/35.webp
,simple,,,Printer 38,1,0,visible,"COLOP Printer 38 ir plastmasas paškrāsojošs zīmogs ar taisnstūra teksta plati, kuru izmērs ir 33 x 56 mm, un tas ļauj ievietot līdz 7 rindām teksta. Ideāli piemērots ikdienas lietošanai birojā.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/38.webp""><img class=""alignnone wp-image-2639 size-medium"" src=""/images/products/zimogi/38.webp"" alt=""Colop Printer 38 zīmoga nospieduma paraugs"" width=""300"" height=""177"" /></a><br>","COLOP Printer 38 ir plastmasas paškrāsojošs zīmogs ar taisnstūra teksta plati, kuru izmērs ir 33 x 56 mm, un tas ļauj ievietot līdz 7 rindām teksta. Ideāli piemērots ikdienas lietošanai birojā.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/38.webp""><img class=""alignnone wp-image-2639 size-medium"" src=""/images/products/zimogi/38.webp"" alt=""Colop Printer 38 zīmoga nospieduma paraugs"" width=""300"" height=""177"" /></a><br>",,,,,1,15,,,,,,,,,,,17.52,Zīmogi,,,/images/products/zimogi/133708_black___colop-printer-38_1-1-1.webp,,,,,,,,,,,,,,,,printer-38,/images/products/zimogi/38.webp
,simple,,,Printer 45,1,0,visible,"COLOP Printer 45 piedāvā plašu nospieduma izmēru 82 x 25 mm, ideāli piemērots gariem ziņojumiem vai vārdiem, nodrošinot vietu līdz 6 rindām teksta.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/45.webp""><img class=""alignnone wp-image-2642 size-medium"" src=""/images/products/zimogi/45.webp"" alt=""Colop Printer 45 zīmoga nospieduma paraugs"" width=""300"" height=""92"" /></a><br>","COLOP Printer 45 piedāvā plašu nospieduma izmēru 82 x 25 mm, ideāli piemērots gariem ziņojumiem vai vārdiem, nodrošinot vietu līdz 6 rindām teksta.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/45.webp""><img class=""alignnone wp-image-2642 size-medium"" src=""/images/products/zimogi/45.webp"" alt=""Colop Printer 45 zīmoga nospieduma paraugs"" width=""300"" height=""92"" /></a><br>",,,,,1,16,,,,,,,,,,,17.99,Zīmogi,,,/images/products/zimogi/122106_black___colop-printer-45_2-1-1.webp,,,,,,,,,,,,,,,,printer-45,/images/products/zimogi/45.webp
,simple,,,Printer 52,1,1,visible,"<p class=""font_8"">COLOP Printer 52 ir kompakts un izturīgs biroja zīmogs ar vietu līdz 5 rindām individuālam tekstam formātā 20 x 30 mm.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/52stamp.webp""><img class=""alignnone wp-image-2590 size-medium"" src=""/images/products/zimogi/52stamp.webp"" alt=""Nospieduma piemērs Colop Printer 52"" width=""300"" height=""200"" /></a>","<p class=""font_8"">COLOP Printer 52 ir kompakts un izturīgs biroja zīmogs ar vietu līdz 5 rindām individuālam tekstam formātā 20 x 30 mm.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/52stamp.webp""><img class=""alignnone wp-image-2590 size-medium"" src=""/images/products/zimogi/52stamp.webp"" alt=""Nospieduma piemērs Colop Printer 52"" width=""300"" height=""200"" /></a>",,,,,1,15,,,,,,,,,,,13.68,Zīmogi,,,/images/products/zimogi/122109_black___colop-printer-52-1.webp,,,,,,,,,,,,,,,,printer-52,/images/products/zimogi/52stamp.webp
,simple,,,Printer 53,1,0,visible,"<p class=""font_8"">COLOP Printer 53 ir plastmasas paškrāsojošs zīmogs ar taisnstūra tekstu plati 24 x 45 mm, kas ļauj uzdrukāt līdz 7 rindām teksta.</p>
<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/53printer.webp""><img class=""alignnone size-medium wp-image-2559"" src=""/images/products/zimogi/53printer.webp"" alt="""" width=""300"" height=""201"" /></a>","<p class=""font_8"">COLOP Printer 53 ir plastmasas paškrāsojošs zīmogs ar taisnstūra tekstu plati 24 x 45 mm, kas ļauj uzdrukāt līdz 7 rindām teksta.</p>
<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

<a href=""/images/products/zimogi/53printer.webp""><img class=""alignnone size-medium wp-image-2559"" src=""/images/products/zimogi/53printer.webp"" alt="""" width=""300"" height=""201"" /></a>",,,,,1,16,,,,,,,,,,,16.61,Zīmogi,,,/images/products/zimogi/122111_black___colop-printer-53-1-1.webp,,,,,,,,,,,,,,,,printer-53,/images/products/zimogi/53printer.webp
,simple,,,Printer 55,1,0,visible,"COLOP Printer 55 ir praktisks paškrāsojošs zīmogs ar nospieduma izmēru 60 x 40 mm, kas ļauj ievietot līdz 8 rindām teksta un ir kompakts, lai to ērti turētu rokās. Ideāli piemērots nospiedumiem birojā, mājās un ceļojot.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/55.webp""><img class=""alignnone wp-image-2645 size-medium"" src=""/images/products/zimogi/55.webp"" alt=""Colop Printer 55 zīmoga nospieduma paraugs"" width=""300"" height=""200"" /></a><br>","COLOP Printer 55 ir praktisks paškrāsojošs zīmogs ar nospieduma izmēru 60 x 40 mm, kas ļauj ievietot līdz 8 rindām teksta un ir kompakts, lai to ērti turētu rokās. Ideāli piemērots nospiedumiem birojā, mājās un ceļojot.<br>

<strong>Nospieduma paraugs</strong><br>
<a href=""/images/products/zimogi/55.webp""><img class=""alignnone wp-image-2645 size-medium"" src=""/images/products/zimogi/55.webp"" alt=""Colop Printer 55 zīmoga nospieduma paraugs"" width=""300"" height=""200"" /></a><br>",,,,,1,17,,,,,,,,,,,19.63,Zīmogi,,,/images/products/zimogi/121989_black___colop-printer-55-1-1.webp,,,,,,,,,,,,,,,,printer-55,/images/products/zimogi/55.webp
,simple,,,Printer 54,1,0,visible,"<p class=""font_8"">COLOP Printer 54 piedāvā vietu līdz 8 rindām individuāla teksta ievadei ar nospieduma izmēru 40 x 50 mm. Tā modernais dizains piesaista uzmanību ikvienā birojā.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

\ <a href=""/images/products/zimogi/54.webp""><img class=""alignnone wp-image-2595 size-medium"" src=""/images/products/zimogi/54.webp"" alt=""Nospieduma piemērs Colop Printer 54"" width=""300"" height=""240"" /></a>","<p class=""font_8"">COLOP Printer 54 piedāvā vietu līdz 8 rindām individuāla teksta ievadei ar nospieduma izmēru 40 x 50 mm. Tā modernais dizains piesaista uzmanību ikvienā birojā.</p>
 

<strong data-start=""123"" data-end=""137"">Nospieduma paraugs</strong>

\ <a href=""/images/products/zimogi/54.webp""><img class=""alignnone wp-image-2595 size-medium"" src=""/images/products/zimogi/54.webp"" alt=""Nospieduma piemērs Colop Printer 54"" width=""300"" height=""240"" /></a>",,,,,1,17,,,,,,,,,,,17.89,Zīmogi,,,/images/products/zimogi/122113_black___colop-printer-54-1-1.webp,,,,,,,,,,,,,,,,printer-54,/images/products/zimogi/54.webp
